Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,MS2,Reference Ion,"Group Area: Control, Sample","Group Area: Dosed, Sample","Group CV [%]: Control, Sample","Group CV [%]: Dosed, Sample","Ratio: (Dosed, Sample) / (Control, Sample)","Log2 Fold Change: (Dosed, Sample) / (Control, Sample)","P-value: (Dosed, Sample) / (Control, Sample)","Adj. P-value: (Dosed, Sample) / (Control, Sample)",Peak Rating (Max.),Peak Rating: 5weeks_1_nonpolar_neg.raw (F1),Peak Rating: 5weeks_2_nonpolar_neg.raw (F2),Peak Rating: 5weeks_3_nonpolar_neg.raw (F3),Peak Rating: 5weeks_4_nonpolar_neg.raw (F4),Peak Rating: 8weeks_1_nonpolar_neg.raw (F9),Peak Rating: 8weeks_2_nonpolar_neg.raw (F10),Peak Rating: 8weeks_3_nonpolar_neg.raw (F11),Peak Rating: 8weeks_4_nonpolar_neg.raw (F12),Peak Rating: 12weeks_1__nonpolar_neg.raw (F17),Peak Rating: 12weeks_2_nonpolar_neg.raw (F18),Peak Rating: 12weeks_3_nonpolar_neg.raw (F19),Peak Rating: 12weeks_4_nonpolar_neg.raw (F20),Peak Rating: 5weeks_9_nonpolar_neg.raw (F5),Peak Rating: 5weeks_10_nonpolar_neg.raw (F6),Peak Rating: 5weeks_11_nonpolar_neg.raw (F7),Peak Rating: 5weeks_12_nonpolar_neg.raw (F8),Peak Rating: 8weeks_9_nonpolar_neg.raw (F13),Peak Rating: 8weeks_10_nonpolar_neg.raw (F14),Peak Rating: 8weeks_11_nonpolar_neg.raw (F15),Peak Rating: 8weeks_12_nonpolar_neg.raw (F16),Peak Rating: 12weeks_9_nonpolar_neg.raw (F21),Peak Rating: 12weeks_10_nonpolar_neg.raw (F22),Peak Rating: 12weeks_11_nonpolar_neg.raw (F23),Peak Rating: 12weeks_12_nonpolar_neg.raw (F24),Peak Rating: Blk8_nonpolar_neg.raw (F25),Peak Rating: Blk9_nonpolar_neg.raw (F26),Peak Rating: Blk10_nonpolar_neg.raw (F27),Peak Rating: Blk11_nonpolar_neg.raw (F28),Peak Rating: Blk12_nonpolar_neg.raw (F29),Peak Rating: Blk13_nonpolar_neg.raw (F30),Peak Rating: Blk14_nonpolar_neg.raw (F31)
,FALSE,,C19 H40 N10 O4 S,Full match,No results,No results,No match,-9.39,504.29073,503.28346,4.323,3217576.191,11,0,,,,No MS2,[M-H]-1,915276.1836,1297383.357,77.61891186,59.50998223,1.417,0.5,0.346460469,0.817178911,4.8,3.9,,,,2.6,4.8,,2,1,4.6,,2.7,3.1,2.7,0.8,3.6,2.2,3.9,1.1,3.1,2,,2.5,3.9,,,,,,,
,FALSE,"(23R)-29-Amino-26-hydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphanonacosan-23-yl (13Z)-13-docosenoate",C47 H92 N O8 P,Full match,No results,No results,Full match,-1,829.65523,828.64795,19.089,3216848.922,24,0,,,,No MS2,[M-H]-1,186771.8412,176375.515,185.961489,108.914117,0.944,-0.08,0.909602567,0.98477846,4.8,,,,,,,,,,4.8,0.6,,,,,,,,,3.5,2.1,3.6,2.1,3.1,,,,,,,
,FALSE,,C H2 Cl4 N P S2,Full match,No results,No results,No results,7.27,262.81395,261.80667,12.292,3215264.519,0,0,,,,No MS2,[M-H]-1,477576.6375,375469.9262,108.9205823,99.56471146,0.786,-0.35,0.593815852,0.91527702,4.1,3.1,,,,,4.1,,1.2,,,,,2,,,3.7,,,,,,,,,,,,,,,
,FALSE,,C42 H91 N7 O4 P2,Full match,No results,No results,No results,0.96,819.66156,818.65429,12.333,3213287.332,0,0,,,,No MS2,[M-H]-1,577250.2352,292163.9847,102.1893218,96.66063086,0.506,-0.98,0.066552645,0.498554217,4.8,0.8,,2.6,2,3.5,4.6,2.1,3.5,,4.8,,,,,,3.1,2.5,,,1.7,,,,,,,,,,,
,FALSE,,C12 H12 Cl2 N4 P2 S4,Full match,No results,No results,No results,-1.19,471.87915,470.87187,1.013,3210121.771,0,0,,,,No MS2,[M-H]-1,1570296.957,1316424.878,39.17854381,43.17005749,0.838,-0.25,0.314494429,0.797475124,6.6,6.3,6.6,6.5,5.9,,5.9,6.3,6.3,6.3,5.7,5.5,6.3,6.1,5.8,6,6.1,5.8,5.4,5.8,5.2,6,6.1,5.4,5.8,3.7,6.2,6.2,6.5,6.2,,6.2
,FALSE,"N-(4-Heptanyl)-1,3-benzodioxole-5-carboxamide",C15 H21 N O3,No results,No results,No results,Full match,-0.74,263.15195,262.14461,14.45,3210021.942,57,0,,,,No MS2,[M-H]-1,397661.7045,567745.2785,92.3987741,100.1134445,1.428,0.51,0.283792469,0.777315674,3.9,,3.5,,,,,3.1,,,2.5,,,,,3.6,2.9,,2.2,,1.4,,,3.9,2,,1.2,,,,,2.1
,FALSE,,C24 H41 N O5,Full match,No results,No results,No results,-0.22,423.29838,422.2911,2.582,3209072.32,0,0,,,,No MS2,[M-H]-1,307802.6233,316816.4142,13.09278327,118.998758,1.029,0.04,0.070986452,0.503500685,4.1,,,,,,,,,,,,,,,,,2.6,3,4.1,0.2,,,,,,,,,,,
,FALSE,"4-[2-(3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl]piperidine-2,6-dione",C15 H23 N O4,No results,No results,No results,Full match,1.43,281.16311,280.15557,6.951,3208151.641,25,0,,,,No MS2,[M-H]-1,177246.1036,275858.1756,65.68715417,154.1436158,1.556,0.64,0.396928321,0.836333567,5.2,,2.3,,,4.2,,5.2,4.8,,,,,,1.8,,2,3.3,,,0.6,1,4.5,4,,,,,1.5,,,
,FALSE,,C35 H41 N5 O,Full match,No results,No results,No results,-4.49,547.32865,546.32138,2.004,3207919.382,0,0,,,,No MS2,[M-H]-1,513000.9162,1067178.723,107.8138015,87.10652897,2.08,1.06,0.660095824,0.931959981,4.8,,,,,2.3,4.8,,,,3.9,,2.1,,,,,3.9,3.5,3.9,4.5,,,1.6,2.7,,,,,,,
,FALSE,,C41 H89 Cl N9 O4 P,Full match,No results,No results,No results,-0.32,837.6461,836.63882,16.316,3206635.73,0,0,,,,No MS2,[M-H]-1,1108045.38,378172.547,67.05159675,41.15247996,0.341,-1.55,0.000241917,0.055663303,5.6,3.5,4.1,3.9,,5.4,5.6,,3.1,1,4.5,3.9,4.2,3.3,,,,0.2,,2.9,5,4.4,3.3,2.5,,,,,,,,
,FALSE,,C41 H79 N S2,Full match,No results,No results,No results,-2.38,649.56385,694.56204,15.742,3205136.325,0,0,,,,No MS2,[M+FA-H]-1,633077.6012,318572.2112,92.75462801,83.64217967,0.503,-0.99,0.27369845,0.76659805,4.8,4.1,,4.2,4.8,,,,,1.6,,,4.8,3.5,2.7,2.3,,2,,,,,,,,,,,,,,
,FALSE,,,No results,No results,No results,No results,,459.21061,458.20334,31.185,3202372.017,0,0,,,,No MS2,[M-H]-1,630410.096,256956.6804,68.99029971,171.2712093,0.408,-1.29,0.187458313,0.697242117,4.8,0.5,,2,3.6,2.1,3.5,2.9,1.6,,,,,,,,,2.3,2.5,2.2,,,,1,3.4,,,4.6,0.6,2.9,4.8,
,FALSE,lexipafant,C23 H30 N4 O4 S,No results,No results,No results,Full match,3.59,458.20042,457.19315,31.106,3202372.017,18,0,,,,No MS2,[M-H]-1,586844.1534,279227.9363,78.63935369,161.7160893,0.476,-1.07,0.368357279,0.827532681,5.4,0.5,3.1,2,1.6,4.4,,2.7,,,,,,,,2.5,,5.4,1.7,2.2,2.5,,3.3,1,,,,3.1,0.6,1.7,3,3.3
,FALSE,,C49 H60,Full match,No results,No results,No results,-8.83,648.46378,647.4565,5.309,3201925.271,0,0,,,,No MS2,[M-H]-1,1349673.203,1384856.726,78.2221932,48.37712568,1.026,0.04,0.315518878,0.797606411,4.8,3.9,,,,4.8,4.1,,1,3.1,,,1.8,2.7,0.8,2,,3.7,1.6,2.6,3.3,,3.1,,3.1,,,,,,,
,FALSE,Linolenelaidic acid,C18 H30 O2,No results,No results,Full match,Full match,0.21,278.22464,337.23843,3.938,3200316.092,39,0,,,,No MS2,[M-H+HAc]-1,1228117.303,1099588.797,69.06083817,74.67764611,0.895,-0.16,0.641399642,0.925819646,5,0.5,2.5,,3.9,,3.3,3.5,2.7,3.1,4.1,,1.4,,3,,4.6,2,,3.3,2,,0.5,5,,,,,,,,
,FALSE,,C57 H76 O2 S,Full match,No results,No results,No match,-1.44,824.55541,823.54883,15.233,3199999.509,8,0,,,,No MS2,[M-H]-1,395501.677,237757.5214,107.3485993,71.25113155,0.601,-0.73,0.089298632,0.549585212,5.8,4.8,2.7,,2.3,,,,,0.2,4.6,,2.1,5.8,,,,,,,2.9,4,,,1.4,,,,,,,
,FALSE,1-(4-Chlorophenyl)-2-[4-{[2-(diethylamino)ethyl]amino}-6-(trifluoromethyl)-2-pyrimidinyl]guanidine,C18 H23 Cl F3 N7,No results,No results,No results,Full match,-4.29,429.16371,428.15644,10.247,3199913.9,1,0,,,,No MS2,[M-H]-1,271386.892,280518.0947,166.5113348,61.97181324,1.034,0.05,0.7599681,0.957650677,4,1.7,0.7,1.7,,1.9,,,,,1.7,,,,1.9,,2.1,,3.6,,1,,,,,,4,,,,0.8,
,FALSE,,,No results,No results,No results,No results,,651.09906,650.09178,7.62,3198499.03,0,0,,,,No MS2,[M-H]-1,1884680.697,2010732.596,38.94067757,31.67165378,1.067,0.09,0.272861933,0.76659805,5.1,4.2,1.1,3.6,,2.9,3.8,4.4,4.4,2.1,2.1,1.7,4.6,5.1,2.5,2.5,2.5,3.8,4.2,4.2,3.5,1.7,2.5,3.8,2.5,,,,,,,
,FALSE,,C41 H27 Cl2 P S,Full match,No results,No results,No match,-1.51,652.09383,651.08655,7.617,3198499.03,1,0,,,,No MS2,[M-H]-1,1801081.823,2004460.556,48.36535882,25.26960359,1.113,0.15,0.033105372,0.385435671,5.6,3.7,2,2.7,,3.5,4.8,4,3.9,2,1.2,1.6,4.1,5.6,3.4,3.7,3.7,4.3,4.7,5.1,4.3,3.4,3,4.3,3.4,,,,,,,
,FALSE,(2E)-1-(4-Biphenylyl)-3-(4-butoxyphenyl)-2-propen-1-one,C25 H24 O2,Full match,No results,No results,Full match,-7.2,356.17506,355.16779,1.449,3197324.452,1,0,,,,No MS2,[M-H]-1,856634.5715,667556.2941,58.16031264,87.36270632,0.779,-0.36,0.350910133,0.820897304,5.8,,,,3.5,5.8,4.1,5,5.4,4.8,4.6,4,3.5,3.6,,,3.6,,,5.4,3.3,0.6,,4.2,,,,,,,,
,FALSE,,C19 H33 Br Cl N10 O7 P3,Full match,No results,No results,No results,1.02,720.06258,719.0553,7.44,3196887.716,0,0,,,,No MS2,[M-H]-1,769805.8503,803817.4581,35.43147009,70.23453254,1.044,0.06,0.307682231,0.792163815,5.4,2.5,,,,,3.2,2.6,2.5,,,,3.6,2.7,,5.4,2.5,3.3,,3.1,2.7,2.2,0.5,,3.1,,,,,,,
,FALSE,,C23 H29 Br2 Cl,Full match,No results,No results,No results,2.34,498.03362,497.02634,3.389,3196564.333,0,0,,,,No MS2,[M-H]-1,1025331.009,982595.7882,39.03387341,74.9747963,0.958,-0.06,0.610742313,0.920789925,6.4,4.4,2.9,3.2,5.7,4.4,5.1,5.9,3.6,5.1,4.4,4,4.7,,4.4,5.8,3.5,3.5,4.2,6.4,6,4.2,,2.7,,,,,,,,
,FALSE,,C36 H57 Cl N4 O2,Full match,No results,No results,No match,-2.82,612.41528,611.408,8.865,3193497.457,1,0,,,,No MS2,[M-H]-1,1711450.696,1102745.312,52.84692551,41.60913802,0.644,-0.63,0.355928479,0.822949782,4.8,,,4.5,2.3,3.9,4.8,2.3,3,2,,,2,2.7,2.7,2.3,2.7,,3.1,2,0.8,,3.5,3.5,4.2,,,,,,,
,FALSE,"3a,7a-Dihydroxycholanoic acid",C24 H40 O4,Full match,No results,No results,Full match,-0.7,392.29239,391.28516,2.093,3192968.244,38,0,,,,No MS2,[M-H]-1,1144159.213,1247467.85,68.00936843,58.98491927,1.09,0.12,0.754451283,0.95665613,6.1,,,,,,,4.2,,,3.6,3,5,1.7,2.5,4.8,,,,6,3.5,,,,6.1,,,,,,,
,FALSE,"N~2~-[(5-Amino-1H-tetrazol-1-yl)acetyl]-N-(4-methoxyphenyl)-N~2~,2-dimethylalaninamide",C15 H21 N7 O3,No results,No results,No results,Full match,-4.24,347.16912,346.16184,1.102,3192609.31,2,0,,,,No MS2,[M-H]-1,1133388.692,1484730.052,61.41185695,49.95620301,1.31,0.39,0.184553159,0.694410291,6.1,,3.5,,4.6,,,,,,2.2,2.7,,3.3,3.9,,3,6.1,,,,,,3.1,,,,,,,,
,FALSE,[5-(4-Acetoxy-1-methyl-2-oxocyclohexyl)-7a-methyl-1-(6-methyl-2-heptanyl)octahydro-1H-inden-4-yl]acetic acid,C29 H48 O5,No results,No results,No results,Full match,-0.9,476.34975,475.34247,3.924,3192551.901,12,0,,,,No MS2,[M-H]-1,598956.7543,922861.5699,88.13671785,77.69034153,1.541,0.62,0.544740728,0.8985744,4.1,,3.6,,3.3,,3,1.6,,3.5,,,2.6,0.2,3,2,2,3.9,,4.1,,2.3,,1.1,,,,,,,,
,FALSE,,C24 H46 Br Cl4 O3 P,Full match,No results,No results,No match,0.16,632.11231,631.10503,7.432,3189823.982,2,0,,,,No MS2,[M-H]-1,2298924.763,2472296.344,20.77808121,17.42175842,1.075,0.1,0.95250952,0.9906502,7.1,5.3,5.1,6.2,,4.9,5.9,5.3,4.9,5.3,6.6,4.9,5.5,5.8,4.8,,6,6,5.8,5.4,7.1,5.6,6,,6.5,,,,,,,
,FALSE,,C35 H68 Br Cl3 N4 S2,Full match,No results,No results,No results,-1.9,792.31193,791.30465,3.619,3187447.706,0,0,,,,No MS2,[M-H]-1,655913.1931,566681.3594,74.85595971,103.6752429,0.864,-0.21,0.796788603,0.966900525,5.8,,,,,4.2,2.7,4.2,3.5,5,5.5,,3.1,,,5.8,1.7,1,,4.8,5.6,2.9,2.5,3.1,2.1,,,,,,,
,FALSE,,C39 H64 Cl3 O4 P3,Full match,No results,No results,No results,1.19,794.30925,793.30197,3.614,3187447.706,0,0,,,,No MS2,[M-H]-1,822223.8877,509198.6299,72.40272546,105.7519721,0.619,-0.69,0.959265947,0.992325345,5.6,,,,,4.2,2.3,2.3,3.5,5.4,3.1,,3.9,,,5,2.1,0.6,,4.8,5.6,2.5,,3.5,2.1,,,,,,,
,FALSE,"3,3′-[(Ethylimino)bis(methylene)]bis(6-methoxy-2-methyl-4(1H)-quinolinone)",C26 H29 N3 O4,Invalid mass,No results,No results,Invalid mass,-10.96,447.21091,446.20347,31.034,3186875.9,2,0,,,,No MS2,[M-H]-1,1081837.148,327305.497,83.84280986,118.0165261,0.303,-1.72,0.105013632,0.581818578,4.8,1.4,0.8,4.4,2.6,2.7,1.8,1.8,2.1,1,4,,,,2.3,4.8,3.3,,,2.2,,3.4,,,,,,3.9,,,2.9,
,FALSE,15-Hydroxyspirostan-3-yl 4-methylbenzenesulfonate,C34 H50 O6 S,No results,No results,No results,Full match,0.63,586.33318,585.3259,1.092,3185262.039,1,0,,,,No MS2,[M-H]-1,944601.5136,1101045.461,69.66292493,40.32012631,1.166,0.22,0.19989615,0.704899836,5.4,,,,,,,,,,2.6,,,3.9,,3.6,,3.9,5,3.9,5.4,5.4,3.1,4.6,,,,,,,,
,FALSE,,C17 H34 Br N10 O3 P3,Full match,No results,No results,No results,1.62,598.12212,597.11485,5.653,3183406.164,0,0,,,,No MS2,[M-H]-1,533281.202,384430.347,114.3324681,81.07424853,0.721,-0.47,0.649274899,0.928047005,5,1.1,5,0.8,1.7,,,,,,,,,,,,,4.8,,,2,0.5,,,,,,,,,,
,FALSE,"cis,cis-Muconic acid",C6 H6 O4,No match,Invalid mass,No match,No match,126820.64,160.03851,159.03121,0.087,3182992.967,12,1,55.2,7.8,,DDA for preferred ion,[M-H]-1,241847.7285,297897.9009,76.66102383,136.8441463,1.232,0.3,0.710040415,0.947482057,5.9,3.6,3.6,0.4,1,2.1,1.7,,3.4,4.9,,,2.3,1,,3.6,3.1,4,2.2,5.9,2.3,1.4,3,4.5,,3,,4,3.6,2.9,4.9,5.7
,FALSE,,C42 H70 Cl N9 O,Full match,No results,No results,No results,-4.06,751.53614,750.52886,12.772,3181307.938,0,0,,,,No MS2,[M-H]-1,1082540.063,578845.4836,56.86620539,40.75440907,0.535,-0.9,0.00333299,0.142840857,4.6,4.6,2,,,4.2,1.6,,3.1,,3.7,0.5,3.9,3.5,,,,2.1,,,1.6,2.1,3.9,4.2,3.1,,,,,,,
,FALSE,,C54 H86 N3 O P,Full match,No results,No results,No results,-0.11,823.65076,822.64348,18.222,3179033.404,0,0,,,,No MS2,[M-H]-1,1336381.589,482448.7268,67.02823497,64.94414172,0.361,-1.47,0.005492259,0.179223272,5.4,2.5,3.1,3.1,2.9,3.7,4.1,2.5,3.9,5.4,3.3,3.1,,,,,2.7,,,,2,,2.9,3.1,3.5,,,,,,,
,FALSE,,,No results,No results,No results,No results,,155.87,154.86272,12.933,3178734.664,0,0,,,,No MS2,[M-H]-1,1127528.01,1802012.079,60.16707054,39.70654496,1.598,0.68,0.228973669,0.729864945,4.6,,,,,,1.6,3.3,2.3,2.3,2.7,1.8,2.3,4.4,4.2,2.5,3.8,,,4.6,4,3.2,3.2,3.6,3.2,,,,,,3.5,
,FALSE,"6-Methyl-5-hepten-2-one 2-(2,4-dinitrophenyl)hydrazone",C14 H18 N4 O4,No results,No results,No results,Full match,-4.19,306.13152,305.12434,11.9,3178536.17,8,0,,,,No MS2,[M-H]-1,416030.3122,393440.9739,100.1013633,112.4075951,0.946,-0.08,0.859713904,0.978076069,4.8,3.1,,0.5,,2.2,,4,,,,2.5,2.3,,3.3,3.1,,4,0.8,,,0.5,0.7,,,3.4,,4.8,,,,
,FALSE,,C26 H35 Cl2 N4 O5 P S3,Full match,No results,No results,No results,0.4,680.0887,679.08157,4.157,3176917.88,0,0,,,,No MS2,[M-H]-1,1086245.149,1243395.644,48.40522579,58.47291018,1.145,0.19,0.321645769,0.802834334,5.8,1,,,3.9,3.1,3.1,,2.3,,,,3.3,4.2,5.8,3,2.3,3.9,2.5,4.8,,5,2.3,,2,,,,,,,
,FALSE,,C26 H32 Cl O16 P3,Full match,No results,No results,No results,-0.93,728.0585,727.05122,4.212,3176801.078,0,0,,,,No MS2,[M-H]-1,1737216.596,1131871.827,46.05780615,59.1967433,0.652,-0.62,0.120748573,0.614593983,4.8,2.2,1.4,0.7,0.8,0.8,3,,3.5,2.7,,,0.7,2,2.7,,3.1,1.1,1.6,,3.1,,,4.8,,,,,,,,
,FALSE,,C18 H38 Cl3 N2 P S,Full match,No results,No results,No match,7.56,450.15929,449.15201,2.082,3169252.538,3,0,,,,No MS2,[M-H]-1,1165346.451,1659009.314,53.85921293,44.06623235,1.424,0.51,0.160447803,0.667176598,5.6,2.3,3.5,4.8,,2.2,3.3,0.8,0.5,5.4,,0.2,2.7,3.1,,2.7,,4.2,3.3,2.7,5.6,,,3.1,2.3,,,,,,,
,FALSE,"2,5,8,11,14,17,20-Heptaoxadocosan-22-yl heptafluorobutanoate",C19 H31 F7 O9,No results,No results,No results,Full match,4.44,536.18801,535.18074,1.642,3168754.214,1,0,,,,No MS2,[M-H]-1,652324.7693,938784.0202,87.83824066,60.06296554,1.439,0.53,0.932867847,0.987638497,5.8,,4.6,,,5,5.6,5,,,3.5,,5,3.6,2.1,,4,5,,4.6,5.4,,,5.8,3.5,,,,,,,
,FALSE,,C16 H23 N O7,Full match,No results,No results,No match,0.1,341.14749,340.14001,12.051,3165324.359,6,0,,,,No MS2,[M-H]-1,77200.01489,178941.7338,94.71452809,172.749943,2.318,1.21,0.10431308,0.579331864,5.2,,3.4,,3,4.9,,,,,,,,4.5,2.2,3,5.2,4.8,3.6,4.2,,,1.6,,,,4,,,,,
,FALSE,Glycidyl Stearate,C21 H40 O3,Full match,No results,No results,Full match,-0.62,340.29754,339.29026,2.514,3164114.213,9,0,,,,No MS2,[M-H]-1,1310320.803,953268.1621,59.65192302,70.01695531,0.728,-0.46,0.484332231,0.872912171,5,2,3.6,,2.3,3.7,3.7,2,2.3,3.5,2.6,1.7,3.5,,2.9,3.1,,3.1,3.3,4.5,3.7,,5,,1.6,,,,,,,
,FALSE,6-Hydroxybuspirone,C21 H31 N5 O3,No results,No results,No results,Full match,-3.77,401.24118,400.23392,14.225,3163940.262,5,0,,,,No MS2,[M-H]-1,253951.8968,376850.2337,110.256526,127.8308842,1.484,0.57,0.587323033,0.913305785,4.8,1.2,,,4.8,,,2,1.6,,4.5,,,,,1.2,3.6,3.6,2.2,,,1.4,,,,1.4,2.9,0.6,,1.1,4.5,2.5
,FALSE,,C42 H83 N2 O4 P3 S,Full match,No results,No results,No results,2.53,804.53067,803.5234,12.935,3163739.683,0,0,,,,No MS2,[M-H]-1,341381.765,136099.6075,130.8954942,83.51618697,0.399,-1.33,0.017176383,0.293014685,5.2,4.8,,5.2,,,,,5,,,,4.5,,,,,,,,,,,,,,,,,,,
,FALSE,,C48 H58 Cl3 O P,Full match,No results,No results,No results,-1.47,786.32793,785.32066,7.341,3163239.362,0,0,,,,No MS2,[M-H]-1,1078298.087,672838.8312,64.25342365,88.36219498,0.624,-0.68,0.231372999,0.729864945,6,5.2,4,4.6,3.3,5,4.2,3.5,5.4,,5,2.1,4.2,4.6,2.7,,,2.3,4.8,6,5,,,,1.7,,,,,,,
,FALSE,,,No results,No results,No results,No results,,785.33292,784.32565,7.336,3163239.362,0,0,,,,No MS2,[M-H]-1,1078298.087,672838.8312,64.28061546,88.14887064,0.624,-0.68,0.234327576,0.732559289,6,5.2,,4.6,4,5,4.2,3.5,5.4,,5,1.4,4.2,4.6,2.7,,,2.3,4.5,6,5,,,,1.7,,,,,,,
,FALSE,,C30 H59 Cl3 N6 O11,Full match,No results,No results,No results,-0.27,784.33053,783.32325,7.328,3163239.362,0,0,,,,No MS2,[M-H]-1,1051913.458,672838.8312,64.43761721,86.45651105,0.64,-0.64,0.270680453,0.763523165,6,5.2,,4.6,3.3,5.4,5,3.5,5.4,2.7,5,1.4,4.6,4.6,2.7,2.5,,4.6,4.8,6,5.4,,,,2.1,,,,,,,
,FALSE,"2-Ethoxy-4-(4-phenyl-1H-1,2,3-triazol-1-yl)-6-(1-piperidinyl)-1,3,5-triazine",C18 H21 N7 O,No results,No results,No results,Full match,-3.86,351.1794,350.17195,12.209,3162899.106,1,0,,,,No MS2,[M-H]-1,471071.0757,458624.8015,76.51042987,119.1529128,0.974,-0.04,0.883180798,0.979982352,5.9,4,2.9,,,2,,2.9,0.5,,,,,,,,5.9,,,,1.9,,2.2,,1,,,,,,,
,FALSE,Butyl N-acetylvalylhistidinate,C17 H28 N4 O4,No results,No results,No results,Full match,-2.62,352.21013,351.20286,3.923,3162869.302,5,0,,,,No MS2,[M-H]-1,1538805.954,1847723.175,41.6799219,28.39600877,1.201,0.26,0.067878923,0.500261394,6.4,3.1,2.7,3.1,1.2,5.4,3.9,3.3,5,1.6,,,2.2,4.5,6.4,4.3,3.7,5.3,4.5,4.1,2.8,4,6.4,4.5,4.1,,,,,,,
,FALSE,,C15 H33 N4 O17 P,Full match,No results,No results,No results,-2.83,572.15621,571.14883,1.043,3160406.337,0,0,,,,No MS2,[M-H]-1,1992844.184,2573304.173,41.28444441,18.57105282,1.291,0.37,0.04972096,0.45563962,7.9,4.4,5.8,5,6,6,6,5.4,5.9,5.8,5.8,5.8,6,7.3,7.5,7.5,7.9,7.5,7.5,7.5,6.9,6.9,6.9,7.5,,,,,,,,
,FALSE,,C16 H28 N6 O9 S2,Full match,No results,No results,No match,-1.3,512.13525,571.14887,1.049,3160406.337,2,0,,,,No MS2,[M-H+HAc]-1,1992844.184,2573304.173,41.28444441,18.57105282,1.291,0.37,0.04972096,0.45563962,7.9,4.4,5.8,5,6,6,6,5.4,5.9,5.8,5.8,5.8,6,7.3,7.5,7.5,7.9,7.5,7.5,7.5,6.9,6.9,6.9,7.5,,,,,,,,
,FALSE,2-(octyloxy)nitrobenzene,C14 H21 N O3,No results,No results,No results,Full match,0.01,251.15215,250.14487,1.956,3160085.362,36,0,,,,No MS2,[M-H]-1,1898785.698,1576132.641,33.63312692,26.47968477,0.83,-0.27,0.211207683,0.712541899,6.4,5.7,4.6,2.7,4.2,5.1,3.6,4,3.2,,,3.2,2.1,4.9,5.6,6.4,4.9,4.1,4.9,5.3,4.9,4.9,4.1,1.5,5.3,1,1.7,2,2.5,,1.6,
,FALSE,"N-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-(5-phenyl-2H-tetrazol-2-yl)propanamide",C18 H17 N5 O3,No results,No results,No results,Full match,-2.26,351.13234,350.12507,11.1,3158864.371,10,0,,,,No MS2,[M-H]-1,162719.7273,127114.0827,173.254878,151.7729291,0.781,-0.36,0.671801822,0.93477601,4.5,,0.7,,,2.1,,4.5,3.6,,3.9,,,,,2,,,,1.9,2.7,,,3,,,3.8,,,,,
,FALSE,,C53 H62 Br Cl3 N2,Full match,No results,No results,No match,-0.75,910.31551,909.30824,3.666,3157943.598,1,0,,,,No MS2,[M-H]-1,1576302.812,1398041.923,47.7609008,55.95912211,0.887,-0.17,0.557624178,0.90469386,5.6,4.6,4.5,2.3,2.7,3.5,5.6,3.5,4.2,2.1,3.9,,4.1,4.6,4.2,4,2.7,4.6,2.7,4.4,5.6,4.2,3.1,4.8,4.2,,,,,,,
,FALSE,,C35 H44 Cl3 N3 O3,Full match,No results,No results,No results,-2.48,659.24319,658.2359,1.375,3157717.61,0,0,,,,No MS2,[M-H]-1,792350.7547,916755.6707,65.43937843,61.62583255,1.157,0.21,0.394152697,0.835095007,5.8,,5.2,4,,2.2,5.4,5.8,3.9,2.3,3.5,5.4,3.5,3.5,2.7,3.9,2.1,,3.1,3.9,,4.5,4.2,5.8,4.6,,,,,,,
,FALSE,,C34 H31 Cl3 N4 S,Full match,No results,No results,No results,-1.66,632.13245,631.12518,2.95,3157584.282,0,0,,,,No MS2,[M-H]-1,821975.1563,1205396.588,41.50103895,53.74786682,1.466,0.55,0.019483497,0.308117241,5.8,,,2.1,3.1,1.2,2.3,4.6,5.4,4.2,,5,1.4,3.9,4.5,4.8,4.2,,3.3,4.5,3.5,3.5,3.5,4.2,5.8,,,,,,,
,FALSE,Rehmaionoside A,C19 H34 O8,No results,No results,No results,Full match,1.57,390.22598,389.2186,30.948,3157311.734,5,0,,,,No MS2,[M-H]-1,705014.4629,666261.8385,86.41094448,90.10489284,0.945,-0.08,0.888143435,0.980967236,6,2.1,2.7,,,2.2,0.8,1.4,,,3.9,,,,0.7,1.7,3,2.2,2,,0.5,0.2,2.1,1.2,0.8,4.5,,6,,,,1.1
,FALSE,,C2 H Br Cl N3 O6,Full match,No results,No results,No results,7.1,276.87569,275.86841,12.262,3156707.137,0,0,,,,No MS2,[M-H]-1,1435394.807,1606894.172,53.19787191,52.14437194,1.119,0.16,0.888909631,0.980967236,4.5,4.1,1.2,4.1,2.7,2.7,2.1,3.1,2,2.3,,3.5,2.7,,,3.1,3.3,2,3.1,4.5,2.3,,4.5,1.1,,,,,,,2.4,
